ID 	 Date 	 Text 	 I-LOC 	 I-PER 	 I-MISC & IORG
gnd118554700_93998f64-e80d-4cba-b843-d541fb578c6a	1792-06-04	H. bricht von Berlin über Tegel (5.6. bei seiner Mutter in Tegel) zu einer fünf- bis sechstägigen Inspektionsreise auf: Linurn (Torfstecherei), Zehdenick (Ziegelei), Rheinsberg (Fayence-Herstellung), dort am 6.6. eingetroffen.	[Berlin, Rheinsberg, Tegel, Zehdenick]	[]	[]
gnd118554700_ac053fae-5af3-4a9d-b2af-623d1b6e110c	1792-06-12	Etwa von diesem Tage an besichtigt H. die Berliner Porzellanmanufaktur.	[]	[]	[Berliner Porzellanmanufaktur]
gnd118554700_6c75fbc6-18dc-4cd7-85a7-e451de197d12	1792-06-17	H. verfasst in Berlin einen Bericht über die Fayence- und Steingutmanufaktur zu Rheinsberg - sein erstes wissenschaftlich-technisches Gutachten.	[Berlin, Rheinsberg]	[]	[Fayence]
gnd118554700_5219db00-29e2-4d45-9da6-5297cc13f4b9	1792-06-29	H. bricht von Berlin zu einer Dienstreise nach Franken auf. Er reist über Zehlendorf und Potsdam nach Erfurt, wartet dort fünf Tage auf ein Commissoriale aus Bayreuth und begibt sich unterdes mit dem Bruder nach Jena (6.7.), von dort über Uhlstädt nach Saalfeld.	[Bayreuth, Berlin, Erfurt, Jena, Potsdam, Saalfeld, Zehlendorf]	[Saalfeld]	[]
gnd118554700_da0b7d9f-ebbb-4c99-b38e-1b94de02a32d	1792-06	H. stellt Versuche über das Leuchten des Holzes und das Keimen der Pflanzen an (Brief an Freiesleben, 5.6.1792).	[]	[]	[]
gnd118554700_e418429c-50f3-4575-91d4-71b92db50db3	1792-06	H. arbeitet über Kristallisation, hat einen Ofen für chemische Experimente gebaut.	[]	[]	[]
gnd118554700_a7a708bd-cb5f-46af-b540-6c836c5aaea0	1792-07-03	H. nimmt an einer Sitzung der "Churfürstlichen Mayntzischen Academie nützlicher Wissenschaften" zu Erfurt teil.	[Erfurt]	[]	[`` Churfürstlichen Mayntzischen Academie, `` Churfürstlichen Mayntzischen Academie nützlicher Wissenschaften]
gnd118554700_ab74e989-cd77-4f61-9941-05d131b37359	1792-07-07	H. besichtigt in Saalfeld das Wagnersche Blaufarbenwerk und die Zeche "Pelikan" bei Saalfeld. Er fährt weiter über Schwefelloch bei Schmiedefeld, Kreis Neuhaus, nach Gräfenthal an der Zopte, wo er am 11.7. eintrifft.	[Saalfeld, Wagnersche Blaufarbenwerk]	[Kreis Neuhaus, Pelikan, Saalfeld]	[]
gnd118554700_046f5c6f-d1ca-4c41-9250-f31229c2c2bb	1792-07-12	H. trifft in Ludwigstadt ein.	[Ludwigstadt]	[]	[]
gnd118554700_29b16ab9-5e4a-4691-b03d-40086f5cde23	1792-07-13	Weiterreise über Lehesten (Thüringer Wald), Kreis Lobenstein, Wurzbach, Steben nach Naila.	[Naila, Wurzbach]	[Kreis Lobenstein]	[]
gnd118554700_f5dd88e8-43b3-488c-a63b-541226eb4add	1792-07-14	Grubenbefahrungen in der Nähe von Steben.	[]	[]	[]
gnd118554700_6913e60d-fb5a-4fd5-b6a4-08ae27ae45dd	1792-07-15	H. besichtigt das Loewelsche Vitriolwerk in der "Hölle", die Gruben im Selbitztal, Höllengrund, Kemlas an der Saale, bei Gottmannsgrün, Berg Hadermannsgrün und auf dem Keilingstein.	[Berg Hadermannsgrün, Gottmannsgrün, Keilingstein, Loewelsche Vitriolwerk, Saale]	[]	[Saale]
gnd118554700_37eef41d-71d8-4c85-a5ba-8c26dfe0de7c	1792-07-16	H. besichtigt die Roteisenstein-Gruben bei Dürrenwaid, Gruben bei Geroldsgrün, Hochöfen bei Marxgrün, Lichtenberg, Geroldsgrün und Thiemitz.	[Lichtenberg]	[]	[]
gnd118554700_44e78e8a-eb94-40f0-bbca-2c0df5c2308a	1792-07-17	Weiterreise von Naila über Münchberg ins Goldkronacher Revier.	[Münchberg, Naila]	[Münchberg]	[Goldkronacher]
gnd118554700_cff22bb3-472b-45f6-abf6-591521c19a4c	1792 07 vor dem 17	"Herr Legations-Rath [Wilhelm von Humboldt], und 2) Herr Assesor von [Alexander von] Humboldt aus Berlin" in Rudolstadt; Quelle: Rudolstädtisches Wochenblatt 1792, 28. Stück vom 17 Julius.	[Berlin, Rudolstadt]	[Alexander von -RSB- Humboldt, Assesor, Julius, Legations-Rath -LSB- Wilhelm von Humboldt, Wilhelm von Humboldt]	[]
gnd118554700_789c645e-9476-4806-9842-d2aa5cd6b2f5	1792-07-20	H. reist weiter ins Wunsiedler Revier.	[]	[]	[Wunsiedler]
gnd118554700_75c95ac9-122d-42f3-9948-84d5292c585a	1792-07-23	H. in Arzberg.	[Arzberg]	[]	[]
gnd118554700_e2da4e1e-e7cc-4ada-bd33-589796985fe4	1792-07-30	H. besichtigt die Saline Schwäbisch-Hall.	[Schwäbisch-Hall]	[]	[]
gnd118554700_99126234-dcdc-4e93-94f2-18f0bf3c5070	1792-08-01	H. im Vitriol- und Alaunwerk Crailsheim. Besichtigung der Porzellanmanufaktur Bruckberg.	[Bruckberg, Crailsheim]	[]	[Alaunwerk Crailsheim, Porzellanmanufaktur Bruckberg]
gnd118554700_8e9b0625-2e41-4e62-821e-ff5078421163	1792-08-26	H. erstattet dem Chef des preußischen Bergwesens Friedrich Anton Freiherrn von Heinitz in Bayreuth mündlich Bericht.	[Bayreuth]	[Friedrich Anton Freiherrn von Heinitz]	[]
gnd118554700_e156ba81-8bcd-4781-b9ba-910becde23f0	1792-09-05	H. nimmt an einer Beratung in Ansbach teil, bei der Karl August von Hardenberg (damals Chef der Verwaltung der 1791 an Preußen abgetretenen fränkischen Fürstentümer Ansbach-Bayreuth, später Staatskanzler) und Friedrich Anton von Heinitz (Chef des preußischen Bergbaus) anwesend sind.	[Ansbach]	[Friedrich Anton von Heinitz, Hardenberg, Karl August von Hardenberg]	[]
gnd118554700_0f8ff84f-108f-44f6-a444-1f07669f2930	1792-09-06	H. wird zum Oberbergmeister in den fränkischen Fürstentümern befördert.	[]	[]	[fränkischen Fürstentümern]
gnd118554700_57478e14-5e82-4c49-8d0e-82a740d6dede	1792-09-22	H. schließt seinen umfassenden "Bericht über den Zustand des Bergbaus und Hüttenwesens in den Fürstentümern Bayreuth und Ansbach" ab. Am gleichen Tage verabschiedet er sich in Ansbach von Hardenberg, um zu einer bergmännisch-halurgischen Besichtigungsreise aufzubrechen. Reiseroute: Bayreuth (23.9.), München (29.9.-1.10.), Rosenheim, Traunstein (B: 4.10.), Reichenhall (insges. 12 Tage), Berchtesgaden (B: 12.10.), Hallein (Besichtigung des Salzbergwerkes Hallein-Dürrenberg, B: zwischen 15. und 21.10.), Salzburg, Linz, Wien (27.10.-9.11.). Rückreise durch Mähren (ohne Aufenthalt), Troppau in Schlesien (Opava) (12.11.), Tarnowitz (Tarnowskie Góry) (B: 16.11.-16.12.), Abstecher nach Krakau, Wieliczka (B: 7.12. Besichtigung des Salzbergwerks), Ojców, und wahrscheinlich auch Bochnia. Abreise von Tarnowitz (17.12.) nach Malapane - Breslau (B: 23.12.).	[Ansbach, Bayreuth, Berchtesgaden, Bochnia, Breslau, Fürstentümern Bayreuth, Hallein, Hallein-Dürrenberg, Krakau, Linz, Mähren, München, Ojców, Reichenhall, Rosenheim, Salzburg, Schlesien, Tarnowitz, Tarnowskie Góry, Traunstein, Troppau, Wieliczka, Wien]	[Bochnia, Hardenberg]	[Salzbergwerkes Hallein-Dürrenberg]
gnd118554700_a4d1f1ed-ddb6-472c-813c-2dad08f66869	1792-12-31	H. hält sich für drei Wochen in Breslau bei Graf von Reden auf und unternimmt eine Exkursion ins Riesengebirge, Waldenburg/Walbrzych, Kupferberg/Miedzianka am Bober.	[Breslau, Kupferberg, Riesengebirge]	[Bober]	[]
gnd118554700_c082c60a-ee0b-4318-945a-99217d8e70da	1793-01-13	H. trifft auf Redens Gut Buchwald (bei Schmiedeberg) ein. Rückreise nach Berlin für den 15.1. vorgesehen.	[Berlin, Schmiedeberg]	[Buchwald]	[]
gnd118554700_e2ca18ee-adb7-48e3-b196-b038186ab627	1793-01-20	H. wieder in Berlin, wo er vier Monate bleibt.	[Berlin]	[]	[]
gnd118554700_a24058bf-d976-4460-af24-4c9c253c6fbe	1793-03-Ende-04-09	H. krank, "bettlägerig".	[]	[]	[]
gnd118554700_d9c15563-f48d-4460-92d0-10694ceb362c	1793 04 25 (?)	H. für einige Tage in Schönebeck, um Bauten für das dortige Salinenwesen anzuordnen.	[Schönebeck]	[]	[]
gnd118554700_1238a88f-d476-48a2-afa6-eabd0c5b739b	1793-05-10	H.s "Florae Fribergensis specimen" erscheint in Berlin.	[Berlin, Fribergensis, H.s]	[]	[]
gnd118554700_90973d41-7758-4aed-a227-24ef612b2e91	1793-05-20	H. trifft sich in Berlin mit seinem Bruder Wilhelm, der zu diesem Zweck am 5.5. von Erfurt abgereist ist.	[Berlin, Erfurt]	[Wilhelm]	[]
gnd118554700_a30d0f58-91b4-44fb-a4bd-88d37aa33f22	1793 05 um20	H. in Leipzig bei Freiesleben und Gotthelf Fischer von Waldheim (1771-1853).	[Leipzig, Waldheim]	[Gotthelf Fischer, Gotthelf Fischer von Waldheim]	[]
gnd118554700_6c533eb9-f532-4c48-a867-b5ac043a43ac	1793-05-24	H. reist von Berlin nach Bayreuth, um seinen Dienst als Oberbergmeister in Franken anzutreten.	[Bayreuth, Berlin]	[]	[]
gnd118554700_a36fc1c1-7d35-4cd5-9a14-60aaec058fa4	1793-05-25	H. auf der Durchreise in Leipzig; er wird Mitglied der dortigen "Linnéischen Societät".	[Leipzig, Linnéischen Societät]	[]	[]
gnd118554700_be0fd1a6-c5cc-4d4a-9602-167c6d231d59	1793-05-26	H. auf der Durchreise in Erfurt. Weiterreise in der Nacht zum 27.5.	[Erfurt]	[]	[]
gnd118554700_a63a55d0-745c-4762-afb1-5e330c170918	1793-05-30	H. übergibt in Bayreuth Hardenberg ein Schreiben. Er tritt seinen Dienst als Oberbergmeister an.	[Bayreuth Hardenberg]	[Hardenberg]	[]
gnd118554700_dc35dab1-dbe3-476f-9e83-ae10205bf0c5	1793-06-10	H. auf der Goldmühle bei Kronach.	[Goldmühle, Kronach]	[]	[]
gnd118554700_cfd2449d-c8a2-4ec9-801d-c13ef37b542e	1793-06-20	H. wird Mitglied der "Leopoldinisch-Karolinischen Akademie der Naturforscher".	[]	[]	[Leopoldinisch-Karolinischen]
gnd118554700_b428c613-79e3-4017-a53e-3c5207e51829	1793-06-30	H. besucht Göttingen (B: 24. und 27.6.).	[Göttingen]	[]	[]
gnd118554700_c676c5a7-d073-47e6-9404-6dbffa9588a9	1793-07-11	H. wieder in Steben nach einer Reise u.a. durch Schmalkalden und Kamsdorf. H. nennt zum ersten Male Sibirien als Reiseziel (Brief an Vladimir Jurevic Sojmonov, 11.7.1793).	[Kamsdorf, Schmalkalden, Sibirien, Steben]	[Vladimir Jurevic Sojmonov]	[]
gnd118554700_0c64b1cf-8ec9-4d8e-b638-cc3d5c1b0825	1793-07-20	H. erhält die Kursächsische Prämienmedaille für Kunst und Wissenschaft in Gold für seine dem Kurfürsten Friedrich August III. übersandte "Flora Fribergensis" (Berlin 1793).	[Berlin]	[Friedrich August, Friedrich August III, Friedrich August III.]	[`` Flora Fribergensis]
gnd118554700_0ba34f0d-d361-416c-b927-51d96f40df30	1793-07-30	H. in Falkenstein.	[Falkenstein]	[]	[]
gnd118554700_9dd3776e-ac93-45b9-90b3-051499b92e2c	1793-08-04	H. in Steben.	[Steben]	[]	[]
gnd118554700_57a0c7da-1be2-48e2-a333-21376f3e943f	1793-08-27	H. wird zum Mitglied der "Gesellschaft naturforschender Freunde" in Berlin gewählt.	[Berlin]	[]	[]
gnd118554700_49dca5ff-69da-437b-b4a4-9dc03de5c811	1793-10-06	H. reist von Ansbach nach Crailsheim.	[Ansbach, Crailsheim]	[]	[]
gnd118554700_ca1cfb2d-6966-481b-84b2-f97124d5c667	1793-10-07	H. besichtigt die Vitriolschiefergrube und das Vitriolwerk in Crailsheim.	[Crailsheim]	[]	[]
gnd118554700_02582457-b4d4-4f41-b06a-85436f81dcec	1793-10-12	H. in Solnhofen an der Donau.	[Donau, Solnhofen]	[]	[]
gnd118554700_7cfe2a52-153b-4b65-9cfb-eaee242b6224	1793-10-21	H. rastet auf der Rückreise in Erlangen.	[Erlangen]	[]	[]
gnd118554700_2e60f36d-4e79-40e7-8ab1-5d90ea029217	1793-10-24	H. in Streitberg.	[Streitberg]	[]	[]
gnd118554700_f96471e1-af3b-4676-a4ee-b97f7a5e3d4e	1793-11-28	H. in Goldmühl bei Goldkronach.	[Goldkronach, Goldmühl]	[]	[]
gnd118554700_0ebf8d8e-111b-4fc8-a4d6-96db7eb1efc8	1793-11-30	H. 14 Tage krank in Bayreuth ("Flußfieber und Nervenübel").	[Bayreuth]	[]	[]
gnd118554700_f691b287-87a6-4a3d-bf15-6a31224e8c46	1793-11-30	H. errichtet aus eigener Initiative und aus eigenen Mitteln eine freie Bergschule in Steben.	[Steben]	[]	[]
gnd118554700_b58fb8a8-4a66-4ad7-ac20-c540b9d63c36	1793-12-12	H. in Issigau.	[Issigau]	[]	[]
gnd118554700_9c6535a4-6f15-4278-9ae5-2b902685938b	1793-12-19	H. in Kaulsdorf.	[Kaulsdorf]	[]	[]
gnd118554700_8beb91a6-664e-4955-ac58-b299e078a363	1793-12-25	H. während der Weihnachtsfeiertage in Bayreuth.	[Bayreuth]	[]	[]
gnd118554700_96be1c97-24f2-4a15-9296-fb1e348ae7da	1794-01	H. ist 3 Wochen lang bettlägerig (Fieber).	[]	[]	[]
gnd118554700_beab6158-1590-45e9-a49a-e96ffe988a6e	1794-02-17	H. für 9 Tage im Goldkronacher Revier (Generalbefahrung).	[Goldkronacher Revier]	[]	[]
gnd118554700_1c466bcc-4eb4-436d-8b2b-b513b9b04851	1794-02-26	H. für 8 Tage im Kaulsdorfer Revier (Generalbefahrung).	[]	[]	[]
gnd118554700_cb309c21-2b37-4add-bb48-54a122308db2	1794-03-06	H. besucht bis zum 10.3. seinen Bruder Wilhelm in Jena.	[Jena]	[Wilhelm]	[]
gnd118554700_44a2aac2-d158-4e40-a03d-b792b169107e	1794-03-09	Goethe sucht H. in Jena auf.	[Jena]	[Goethe]	[]
gnd118554700_cebdc6ec-afc5-46d3-879a-23ae089f830b	1794-03-13	H. verfasst in Steben ein Promemoria zur Umwandlung der freien Bergschule in eine staatliche Institution.	[]	[]	[Bergschule]
gnd118554700_59b4b02d-a28f-4865-a526-62ad1e900798	1794-03-16	H. für 9 Tage im Nailaer Revier (Generalbefahrung). Der preußische Offizier Reinhard von Haeften (nach Wegener, Willdenow und Freiesleben der vierte enge Freund H.s) besucht ihn bis zum 22.3. in Steben.	[H.s, Steben]	[Reinhard von Haeften, Wegener, Willdenow]	[]
gnd118554700_072523c5-22a5-4f20-81e2-ccbbc4946851	1794-03-26	H. hält sich für 6 Tage im Wunsiedler Revier auf (Generalbefahrung).	[]	[]	[Wunsiedler]
gnd118554700_ede00760-ed6f-4ddd-938f-4dc1d43cb47f	1794-04-02	H. erwähnt seinen Plan einer russisch-sibirischen Reise (Brief an Freiesleben, 2.4.1794).	[]	[]	[russisch-sibirischen]
gnd118554700_94098c1d-675f-4264-b81d-ee51f2d43c31	1794-04-15	H. an diesem und am nächsten Tag wiederum in Jena.	[Jena]	[]	[]
gnd118554700_1cb144f1-f2f1-48d6-929d-f8ea3dc62d48	1794-05-08	H. bricht um den 8.5. von Berlin aus zu einer neuen bergmännisch-halurgischen Reise auf. Reiseroute: Berlin, Kolberg (12.5.), Thorn, Slonsk, Nessau (Nieszawa), Racionzek (Raciazek), Woluszewo, Ciechocinek, Lenczictz (Leczyca), Inowraclaw (Inowroclaw), Strzelno, Tremessen (Trzemeszno), Gnesen (Gniezno), Posen (Poznan), Glogau (Glogów), Prag, Eger, Bayreuth.	[Bayreuth, Berlin, Ciechocinek, Eger, Glogau, Gnesen, Kolberg, Leczyca, Nieszawa, Posen, Poznan, Prag, Slonsk, Thorn]	[]	[]
gnd118554700_c0a3ff12-28a0-4bf8-8489-3fff614898fe	1794-06-08	H. in Muggendorf.	[Muggendorf]	[]	[]
gnd118554700_0875f5ac-f73d-4744-af56-eda094b342b3	1794-06-10	H. "seit wenigen Tagen" in Goldkronach.	[Goldkronach]	[]	[]
gnd118554700_2417e2af-8cee-4a98-8856-5bcfa2c99b88	1794-06-13	H. wieder in Bayreuth.	[Bayreuth]	[]	[]
gnd118554700_a6bb23f6-f569-47ad-a3b7-0fd658b87e03	1794-07-07	H. in Ansbach.	[Ansbach]	[]	[]
gnd118554700_c354a833-b674-4510-9558-d86706d319fd	1794-07-10	H. in Ansbach.	[Ansbach]	[]	[]
gnd118554700_6faf70e5-9f52-425f-930c-f9728b8970d4	1794-07-12	H. reist mit Hardenberg über Streitberg, Bayreuth, Ansbach (16.-19.7.) nach Frankfurt/Main.	[Ansbach, Bayreuth, Frankfurt/Main, Streitberg]	[Hardenberg, Hardenberg über Streitberg]	[]
gnd118554700_545d3a83-f7f5-430a-9bc3-e51a2e574d23	1794-07-20	H. und Hardenberg treffen in Frankfurt/Main ein. H. folgt eine Zeitlang, teilweise in Begleitung Hardenbergs, mit diplomatischen Aufträgen dem Feldmarschall Wichard Joachim Heinrich Graf von Möllendorf, Oberbefehlshaber der preußischen Armee am Rhein, und berührt dabei u.a. Monzernheim, Dahlheim (5.8.), Nieder-Flörsheim (6.8.) und Koblenz.	[Dahlheim, Frankfurt/Main, Hardenberg, Hardenbergs, Koblenz, Monzernheim, Nieder-Flörsheim, Rhein, preußischen Armee am Rhein]	[Dahlheim, Hardenberg, Joachim Heinrich Graf von Möllendorf, Wichard Joachim Heinrich Graf von Möllendorf]	[]
gnd118554700_8d1dd41c-64ab-461c-a5f1-0d6f5208de1f	1794-08-01	H. in Cleve.	[Cleve]	[]	[]
gnd118554700_01eb39a6-d995-4103-88dd-a0a4b5e3807a	1794-08-08	H. in Frankfurt/Main.	[Frankfurt/Main]	[]	[]
gnd118554700_05ac1e4f-8c2e-495a-ac79-bf5473ffe6f0	1794-08-17	H. reist nach Westfalen und den Niederlanden ab; er wird auf der Reise zeitweilig durch von Haeften begleitet, dessen Familienbesitz im Clevischen liegt.	[Clevischen, Niederlanden, Westfalen]	[Haeften]	[]
gnd118554700_7aa568cf-71ea-47fd-902f-6c1b11aec513	1794-08-30	H. in Erprath bei Xanten.	[Erprath, Xanten]	[]	[]
gnd118554700_8d0dadb5-9284-49ca-a12d-6e3863b4791b	1794-09-10	H. im englischen Hauptquartier in Uden (Brabant).	[Brabant]	[]	[englischen]
gnd118554700_650685a2-2243-4ebe-a6ca-3e15a6c81443	1794-09-14	H. reist in die Grafschaft Altenkirchen ab.	[Altenkirchen]	[]	[Grafschaft Altenkirchen]
gnd118554700_142550dc-6af9-4605-9c64-7ed329a1c344	1794-09-19	H. in Altenkirchen. Er hält 14 Tage Generalbefahrung in der Grafschaft Sayn-Altenkirchen.	[Altenkirchen, Sayn-Altenkirchen]	[]	[]
gnd118554700_a6acd954-6b80-4c3f-a329-0198663e8c79	1794-10-10	H. an diesem und am folgenden Tage in Frankfurt/Main.	[Frankfurt/Main]	[]	[]
gnd118554700_f93cc47a-97b9-4905-a852-f2f1b7e3b282	1794-10-15	H. in Mainz.	[Mainz]	[]	[]
gnd118554700_4946a592-23e0-41ab-9fc6-cce3ac39589b	1794-10-16	H. besucht das Hauptquartier des Feldmarschalls Graf Möllendorf in Wörrstadt.	[Wörrstadt]	[Graf, Graf Möllendorf]	[]
gnd118554700_73a1826b-6558-4937-9ca9-cb96993b26d2	1794-10-17	Rückkehr H.s von Mainz nach Frankfurt/Main.	[Frankfurt/Main, H.s, Mainz]	[]	[]
gnd118554700_faf968d4-d2cb-4549-96db-6c8ec806ac4d	1794-12	H. in der Eifel (am Laacher See).	[Eifel, Laacher See, Laacher See -RRB-]	[]	[]
gnd118554700_2a3a3cb6-ff27-49f9-b408-7c75603d1e7b	1794-11-08	H. wieder in Bayreuth.	[Bayreuth]	[]	[]
gnd118554700_5dd4f328-f902-45d3-a407-95eb9428df2e	1794-11-12	H. bis 21.11. in Goldkronach (Generalbefahrung).	[Goldkronach]	[]	[]
gnd118554700_b4ed30b9-7882-4155-ac06-dc50a3e10191	1794-11-21	H. in Bayreuth.	[Bayreuth]	[]	[]
gnd118554700_9c6bdc9b-bbbb-45b4-9a11-8519d421dd2d	1794-12-10	H. in Steben. Er reist von dort zur Generalbefahrung nach Kaulsdorf und Lauenstein.	[Kaulsdorf, Lauenstein, Steben]	[Lauenstein]	[]
gnd118554700_15f9cffb-e5b7-4491-af5c-dbbf19cdf62f	1794-12-14	H. weilt bis zum 19.12. zu Besuch in Jena. Zusammentreffen mit Goethe und Schiller. Am 20.12. will H. bis Kaulsdorf und Lauenstein, am 21.12. bis Steben reiten.	[Jena, Kaulsdorf, Lauenstein]	[Goethe, Lauenstein, Schiller]	[]
gnd118554700_53d1ba01-1656-4a54-af39-e0466e0c7861	1794-12-24	H. in Steben.	[Steben]	[]	[]
gnd118554700_6449973b-6478-4dac-86e2-e78839999631	1795-01-27	H. in Bayreuth.	[Bayreuth]	[]	[]
gnd118554700_6bf8251c-963b-405a-90e8-e32210c76549	1795-01-29	H. in Berneck, reitet am 30.1. nach Bayreuth zurück.	[Bayreuth, Berneck]	[]	[]
gnd118554700_e1480291-4f9c-4fd0-b15c-76ad0f6cf4d4	1795-02-03	H. wird die Leitung des schlesischen Bergbaus angetragen; er lehnt am 27.2. ab.	[]	[]	[schlesischen]
gnd118554700_b8cff96a-c1b9-4971-b92c-348890b5f7bd	1795-02-05	H. wieder in Berneck.	[Berneck]	[]	[]
gnd118554700_c96d8fc8-44a1-4864-8c61-3de53e9796a0	1795-02-14	H. kehrt nach Bayreuth zurück.	[Bayreuth]	[]	[]
gnd118554700_5bcd6677-b9a1-4fb6-a77a-db479b266ea9	1795-02-27	H. in Steinach/Fichtelgebirge.	[Fichtelgebirge]	[]	[]
gnd118554700_4ceb1256-f599-463c-b898-23c39501adaa	1795-03-03	H. wieder in Bayreuth.	[Bayreuth]	[]	[]
gnd118554700_b2ef88df-e9dc-4946-9287-fe5635316448	1795-03-26	H. bittet um Entlassung aus den Pflichten eines Oberbergmeisters.	[]	[]	[]
gnd118554700_9d640907-3d98-482f-9f82-f075a6e907f1	1795-04-02	H. reitet von Steben bis Hof und reist dann mit Extrapost nach Leipzig weiter, wo er am 4. oder 5.4. eintreffen will.	[Leipzig]	[]	[]
gnd118554700_6e7cf8ce-caad-4f35-9521-bdf102ce34c8	1795-04-05	H. weilt für 6 Tage in Leipzig bei Freiesleben.	[Leipzig]	[]	[]
gnd118554700_285b030d-0447-405b-8106-ea8be33d526a	1795-04-16	H. bleibt bis 20.4. auf der Durchreise in Jena und nimmt seine in den Vorjahren begonnenen galvanischen Versuche wieder auf, an denen sich jetzt auch sein Bruder Wilhelm und Goethe beteiligen.	[Jena]	[Goethe, Wilhelm]	[]
gnd118554700_589c2cf2-f77d-412f-95b3-052c0cf8d6bf	1795-04-28	H. verfasst in Steben einen Bericht über das Nailaer Bergamtsrevier.	[]	[]	[Nailaer Bergamtsrevier]
gnd118554700_3cc97dd3-0ff4-4ad6-be1d-9c80a6d7c5fd	1795-04-29	H. in Schwarzenbach am Walde.	[Schwarzenbach, Walde]	[]	[]
gnd118554700_605e770e-31bc-4b72-934b-896c0f21b071	1795-04-30	H. in Bayreuth.	[Bayreuth]	[]	[]
gnd118554700_f42a27b5-c24d-45dd-8bdd-5874ef62b0c0	1795-05-01	H. wird zum Oberbergrat ernannt und von den Pflichten eines Oberbergmeisters entbunden.	[]	[]	[]
gnd118554700_c0452392-b04d-4cfa-a584-fe730ab05c66	1795-06-04	H. in Bayreuth.	[Bayreuth]	[]	[]
gnd118554700_99365255-aadc-4908-af09-52f2ecf9603d	1795-06-08	H. in Goldkronach.	[Goldkronach]	[]	[]
gnd118554700_4c8b223b-dc91-48cc-ad6b-cc879299edff	1795-06-12	H. in Arzberg (Generalbefahrung).	[Arzberg]	[]	[]
gnd118554700_2018684a-5697-431a-97fb-efd0828648e6	1795-06-15	H. wieder in Bayreuth.	[Bayreuth]	[]	[]
gnd118554700_ed3f0c3f-de1c-4af2-84f8-8fde047b02e1	1795-06-29	H. in Goldkronach.	[Goldkronach]	[]	[]
gnd118554700_0bf7bf24-2f86-4f64-b126-b7f48323f434	1795-07-04	H. in Bayreuth.	[Bayreuth]	[]	[]
gnd118554700_1ff4ad8f-4cbb-4810-9d72-8b66bf0e4279	1795-07-17	H. bricht an diesem Tage von Bayreuth aus zu einer Reise nach Oberitalien sowie in die Schweizer und franz. Alpen auf. Reiseroute des ersten Teils der Reise (gemeinsam mit von Haeften): München, Innsbruck, Hall in Tirol, Trient (B: 28.7.), Treviso, Venedig, Verona, Padua, Euganeen, Vicenza, Parma, Mantua, Genua, Pavia, Mailand (B: 26.8.), Lago Maggiore, St. Gotthard, Luzern (B: 2.9.), Grindelwald, Genf, Bern, am 12.9. nach Thun (von hier bis Basel als Begleiter Hardenbergs), über den Thuner See nach Unterseen, Interlaken und nach Grindelwald, Besichtigung des Gletschers (13.9.), nach Lauterbrunnen, über den Thuner See zurück nach Thun (14.9.), durch das Emmental und über Langnau, über die Hasenmatt (höchste Erhebung im Kanton Solothurn) und Burgdorf (15.9.), nach Solothurn, Besteigung des Weissenstein mit Hardenberg, Übernachtung in einer Sennhütte (16.9.), nach Basel (17.9.), am 18.9. von Basel über Schaffhausen (etwa 20.9.) nach Konstanz (?), von wo von Haeften allein zurückreist. Reiseroute des zweiten Teils der Reise (gemeinsam mit J. K. Freiesleben): Zürich, Aarau, Bern (B: 30.9.), Genf, Servoz, Chamonix, Tal von Chamonix, Vallorcine, durch das Wallis auf den St. Bernhard, Bourg-St. Pierre (2 Tage), Bex-les-Bains, Aigle, Vevey, Fribourg, Bern (B: 17.-20.10., 17.10. erneutes Zusammentreffen mit Hardenberg), Thun, Interlaken, Lauterbrunnen, Grindelwald, Brienz, Haslital und Sachseln am Sarner See, Altdorf, St. Gotthard, Airolo, Faido, zurück über Luzern, Zürich (31.10. abends), Schaffhausen (B: 5.11., Abreise für den 6.11. vorgesehen), Öhningen am Bodensee, Bayreuth (B: 20.11.).	[Aarau, Aigle, Airolo, Alpen, Altdorf, Basel, Bayreuth, Bern, Bex-les-Bains, Brienz, Burgdorf, Chamonix, Emmental, Fribourg, Genf, Genua, Grindelwald, Hardenbergs, Haslital, Innsbruck, Interlaken, Konstanz, Lago Maggiore, Lauterbrunnen, Luzern, Mailand, Mantua, München, Oberitalien, Padua, Parma, Pavia, Sachseln, Sarner See, Schaffhausen, Solothurn, Tirol, Treviso, Trient, Venedig, Verona, Vevey, Vicenza, Wallis, Weissenstein, Zürich]	[Bayreuth, Haeften, Hardenberg, Lago Maggiore, Pierre, Pierre -LRB-, Thun, franz]	[J. K. Freiesleben, Schweizer, St. Bernhard, St. Gotthard, Thuner, über Luzern]
