H0013797	1838-03	Wilhelm Weber auf der Reise nach London in Berlin. H. lädt Weber und Poggendorff zu einem Mittwoch um 10 Uhr zum Frühstück ein.	{H0005221=Berlin|H0005221, H0011492=London|H0011492}	{H0002047=Poggendorff|H0002047|https://upload.wikimedia.org/wikipedia/commons/6/69/Johann_Christian_Poggendorff.jpg, H0006276=Wilhelm Weber|H0006276|https://upload.wikimedia.org/wikipedia/commons/5/55/Wilhelm_Eduard_Weber_II.jpg}	[]
H0003827	1851-05-09	15 Uhr: H. gibt zu Ehren A. Valenciennes ein Essen in seiner Wohnung; eingeladen sind Hermann Abich, August Boeckh, Emil du Bois-Reymond, Christian Gottfried Ehrenberg, Alexander Mendelssohn, Eilhard Mitscherlich, Johannes Müller, Wilhelm Peters.	{}	{H0001905=Wilhelm Peters|H0001905|https://upload.wikimedia.org/wikipedia/commons/5/56/Peters_Wilhelm_1815-1883.png, H0002750=Achille Valenciennes|H0002750|https://upload.wikimedia.org/wikipedia/commons/e/ef/Achille_Valenciennes01.jpg, H0003413=August Boeckh|H0003413|https://upload.wikimedia.org/wikipedia/commons/b/b8/Philipp_August_B%C3%B6ckh_-_Imagines_philologorum.jpg, H0005875=Christian Gottfried Ehrenberg|H0005875|https://upload.wikimedia.org/wikipedia/commons/4/48/Ehrenberg_Christian_Gottfried_1795-1876.png, H0012401=Emil du Bois-Reymond|H0012401|https://upload.wikimedia.org/wikipedia/commons/e/ee/Emil_du_Bois-Reymond.jpg, H0012479=Hermann Abich|H0012479|https://upload.wikimedia.org/wikipedia/commons/0/06/Otto_Wilhelm_Hermann_von_Abich_%28Alter_Fritz%29.jpg, H0014251=Eilhard Mitscherlich|H0014251|https://upload.wikimedia.org/wikipedia/commons/3/30/Eilhard_Mitscherlich.jpg, H0014420=Johannes Müller|H0014420|https://upload.wikimedia.org/wikipedia/commons/f/f0/Johannes_Peter_M%C3%BCller.jpg}	[]
H0003828	1851-05-14	Der französische Gesandte in Berlin, Armand-Edouard Lefebvre (1800 oder 1807 bis 1864), gibt für A. Valenciennes ein Diner; H. ist anwesend.	{H0005221=Berlin|H0005221}	{H0002750=Achille Valenciennes|H0002750|https://upload.wikimedia.org/wikipedia/commons/e/ef/Achille_Valenciennes01.jpg}	[]
H0003829	1851-06-14	H. für mehrere Stunden in Magdeburg (Brief an C. F. F. von Werder, 16.6.1851), wo sich auch der König aufhält.	{H0008576=Magdeburg|H0008576}	{H0002178=König|H0002178|https://upload.wikimedia.org/wikipedia/commons/f/fd/FWIV.jpg}	[]
H0003830	1851-07	H. reist wegen seiner Arbeit am „Kosmos“ nicht mit Friedrich Wilhelm IV. nach Ostpreußen zur Beobachtung der am 28.7. sichtbaren totalen Sonnenfinsternis.	{H0007875=Ostpreußen|H0007875}	{H0002178=König|H0002178|https://upload.wikimedia.org/wikipedia/commons/f/fd/FWIV.jpg}	[]
H0003831	1851-07-19	H. hat die französischen Astronomen Victor Mauvais (1809–1854) und Jean-Jacques-Emile Goujon (1823–2856) gemeinsam mit Encke, Galle und Dirichlet in Berlin in H.s Wohnung zum Mittagessen eingeladen. H. übergibt Mauvais und Goujon, die am Abend abreisen, einen Empfehlungsbrief an Argelander.	{H0005221=Berlin|H0005221}	{H0005930=Johann Franz Encke|H0005930|https://upload.wikimedia.org/wikipedia/commons/1/1d/Johann_Franz_Encke.jpg, H0012314=Dirichlet|H0012314|https://upload.wikimedia.org/wikipedia/commons/3/32/Peter_Gustav_Lejeune_Dirichlet.jpg, H0012704=Argelander|H0012704|https://upload.wikimedia.org/wikipedia/commons/0/09/Argelander.jpg}	[]
H0003832	1851-08-12	H. macht die Bekanntschaft des Statistikers Joseph Camp Griffith Kennedy (1813–1887) und des Pädagogen und Bibliothekars Joseph Green Cogswell (1786–1871), beide aus den USA.	{H0009136=USA|H0009136}	{H0001294=Joseph Camp Griffith Kennedy|H0001294|https://upload.wikimedia.org/wikipedia/commons/d/d6/Joseph_Camp_Griffith_Kennedy.jpg}	[]
H0003833	1851-08-28	H. besucht in Begleitung von Emil du Bois-Reymond das Labor von Werner Siemens.	{}	{H0012401=Emil du Bois-Reymond|H0012401|https://upload.wikimedia.org/wikipedia/commons/e/ee/Emil_du_Bois-Reymond.jpg}	[]
H0003834	1851-09-14	H. feiert mit Christian Daniel Rauch und Wilhelm von Kaulbach im Familienkreis in Schloss Tegel seinen 82. Geburtstag.	{H0009286=Schloss Tegel|H0009286}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG, H0001275=Wilhelm von Kaulbach|H0001275|https://upload.wikimedia.org/wikipedia/commons/3/35/Wilhelm_Von_Kaulbach_by_Franz_Hanfstaengl%2C_1856.jpg}	[]
H0003835	1851-09-23	H. hält vor den neuen Stadtverordneten von Potsdam eine Ansprache, in der er seinen Dank für die Verleihung des Ehrenbürgerrechts erneuert und für eine Verbesserung des Schulwesens eintritt. Am selben Tag schickt H. den Straßburger Philosophen Christian Bartholmess mit einem Empfehlungsbrief zu Rauch.	{H0008392=Potsdam|H0008392}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG, H0003116=Christian Bartholmess|H0003116|https://upload.wikimedia.org/wikipedia/commons/f/f3/Christian_Bartholm%C3%A8ss.jpg}	[]
H0003836	1851-10-01	H. beabsichtigt, an diesem Tage mit Rauch nach Tegel zu fahren und um 7 Uhr am Abend mit der Eisenbahn nach Potsdam zurückzukehren.	{H0008392=Potsdam|H0008392, H0009286=Tegel|H0009286}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG}	[]
H0003837	1851-10-02	H. nimmt in Berlin an der Leichenfeier für den am 28.9. gestorbenen Prinzen Wilhelm (geb. 1783), Bruder von Friedrich Wilhelm III., teil.	{H0005221=Berlin|H0005221}	{H0002158=Prinzen Wilhelm|H0002158|https://upload.wikimedia.org/wikipedia/commons/4/46/Willem1783.jpg, H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0003838	1851-11-01	„Ich bin durch grosse Anstrengung so glüklich gewesen, meinen 3ten Theil [des „Kosmos“] ganz zu vollenden.“ (Brief an Alexander Mendelssohn, 1.11.1851).	{}	{}	[]
H0003839	1851-11-11	Friedrich Althaus besucht H. in der Oranienburger Straße 67.	{}	{}	[]
H0003840	1851-12	Die 2. Abteilung des 3. Bandes des „Kosmos“ erscheint.	{}	{}	[]
H0003841	1851-12-24	H. gibt in einem Brief an Alexander Mendelssohn eine Aufstellung seiner Schulden.	{}	{}	[]
H0002665	1793-01-13	H. trifft auf Redens Gut Buchwald (bei Schmiedeberg) ein. Rückreise nach Berlin für den 15.1. vorgesehen.	{H0005221=Berlin|H0005221}	{H0000772=Redens|H0000772|https://upload.wikimedia.org/wikipedia/commons/5/5a/Friedrich_Wilhelm_von_Reden.jpg}	[]
H0002666	1793-01-20	H. wieder in Berlin, wo er vier Monate bleibt.	{H0005221=Berlin|H0005221}	{}	[]
H0002667	1793-03	H. krank, „bettlägerig“.	{}	{}	[]
H0002668	1793-04-25	H. für einige Tage in Schönebeck, um Bauten für das dortige Salinenwesen anzuordnen.	{H0010163=Schönebeck|H0010163}	{}	[]
H0002669	1793-05-10	H.s „Florae Fribergensis specimen“ erscheint in Berlin.	{H0005221=Berlin|H0005221}	{}	[]
H0002670	1793-05-20	H. trifft sich in Berlin mit seinem Bruder Wilhelm, der zu diesem Zweck am 5.5. von Erfurt abgereist ist.	{H0005221=Berlin|H0005221, H0005667=Erfurt|H0005667}	{H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0002671	1793-05-20	H. in Leipzig bei Freiesleben und Gotthelf Fischer von Waldheim (1771–1853).	{H0011410=Leipzig|H0011410}	{H0000117=Gotthelf Fischer von Waldheim|H0000117|https://upload.wikimedia.org/wikipedia/commons/c/c2/Fischer_von_Waldheim_1771-1853.jpg, H0000264=Freiesleben|H0000264|https://upload.wikimedia.org/wikipedia/commons/f/f9/Johann_Carl_Freiesleben_1774-1846_%2801%29.JPG}	[]
H0002672	1793-05-24	H. reist von Berlin nach Bayreuth, um seinen Dienst als Oberbergmeister in Franken anzutreten.	{H0005176=Bayreuth|H0005176, H0005221=Berlin|H0005221}	{}	[]
H0002673	1793-05-25	H. auf der Durchreise in Leipzig; er wird Mitglied der dortigen „Linnéischen Societät“.	{H0011410=Leipzig|H0011410}	{}	[]
H0002674	1793-05-26	H. auf der Durchreise in Erfurt. Weiterreise in der Nacht zum 27.5.	{H0005667=Erfurt|H0005667}	{}	[]
H0002675	1793-05-30	H. übergibt in Bayreuth Hardenberg ein Schreiben. Er tritt seinen Dienst als Oberbergmeister an.	{}	{H0011658=Hardenberg|H0011658|https://upload.wikimedia.org/wikipedia/commons/9/9c/Hardenberg.jpg}	[]
H0002676	1793-06-10	H. auf der Goldmühle bei Kronach.	{}	{}	[]
H0002677	1793-06-20	H. wird Mitglied der „Leopoldinisch-Karolinischen Akademie der Naturforscher“.	{}	{}	[]
H0002678	1793-06-30	H. besucht Göttingen (B: 24. und 27.6.).	{H0010897=Göttingen|H0010897}	{}	[]
H0002679	1793-07-11	H. wieder in Steben nach einer Reise u.a. durch Schmalkalden und Kamsdorf. H. nennt zum ersten Male Sibirien als Reiseziel (Brief an Vladimir Jurevic Sojmonov, 11.7.1793).	{H0000342=Kamsdorf|H0000342}	{}	[]
H0002680	1793-07-20	H. erhält die Kursächsische Prämienmedaille für Kunst und Wissenschaft in Gold für seine dem Kurfürsten Friedrich August III. übersandte „Flora Fribergensis“ (Berlin 1793).	{H0005221=Berlin|H0005221}	{}	[]
H0002681	1793-07-30	H. in Falkenstein.	{}	{}	[]
H0002682	1793-08-04	H. in Steben.	{}	{}	[]
H0002683	1793-08-27	H. wird zum Mitglied der „Gesellschaft naturforschender Freunde“ in Berlin gewählt.	{H0005221=Berlin|H0005221}	{}	[]
H0002684	1793-10-06	H. reist von Ansbach nach Crailsheim.	{H0002468=Ansbach|H0002468}	{}	[]
H0002685	1793-10-07	H. besichtigt die Vitriolschiefergrube und das Vitriolwerk in Crailsheim.	{}	{}	[]
H0002686	1793-10-12	H. in Solnhofen an der Donau.	{H0005540=Donau|H0005540}	{}	[]
H0002687	1793-10-21	H. rastet auf der Rückreise in Erlangen.	{H0005668=Erlangen|H0005668}	{}	[]
H0002688	1793-10-24	H. in Streitberg.	{H0010366=Streitberg|H0010366}	{}	[]
H0002689	1793-11-28	H. in Goldmühl bei Goldkronach.	{H0010878=Goldkronach|H0010878}	{}	[]
H0002690	1793-11-30	H. 14 Tage krank in Bayreuth („Flußfieber und Nervenübel“).	{H0005176=Bayreuth|H0005176}	{}	[]
H0002691	1793-11-30	H. errichtet aus eigener Initiative und aus eigenen Mitteln eine freie Bergschule in Steben.	{}	{}	[]
H0002692	1793-12-12	H. in Issigau.	{}	{}	[]
H0002693	1793-12-19	H. in Kaulsdorf.	{}	{}	[]
H0002694	1793-12-25	H. während der Weihnachtsfeiertage in Bayreuth.	{H0005176=Bayreuth|H0005176}	{}	[]
H0015078	1775	Beginn der Unterrichtung H.s durch Hauslehrer (u.a. Joachim Heinrich Campe).	{}	{H0012862=Joachim Heinrich Campe|H0012862|https://upload.wikimedia.org/wikipedia/commons/1/15/Joachim_Heinrich_Campe.jpg}	[]
H0002934	1855-01-08	H. erwähnt einen kürzlich erfolgten Besuch Georg von Cottas in Berlin.	{H0005221=Berlin|H0005221}	{}	[]
H0002935	1855-01-10	H. besucht Leopold von Ranke, um ihm von seiner Wahl als Ritter des Ordens Pour le mérite (Friedensklasse) Kenntnis zu geben.	{}	{H0000735=Leopold von Ranke|H0000735|https://upload.wikimedia.org/wikipedia/commons/b/b3/Jebens%2C_Adolf_-_Leopold_von_Ranke_%28detail%29_-_1875.jpg}	[]
H0002936	1855-01-18	H. nimmt an einem „kleinen“ Kapitel des Schwarzen Adler-Ordens im Schloss zu Charlottenburg teil.	{H0007341=Charlottenburg|H0007341}	{}	[]
H0002937	1855-02-01	H. nimmt an einem Hoffest teil.	{}	{}	[]
H0002938	1855-02-06	Balduin Möllhausen und Caroline Seifert (1830–1924), Tochter von H.s Diener, heiraten. Die Feier findet in der Oranienburger Straße 67 statt.	{}	{H0014280=Balduin Möllhausen|H0014280|https://upload.wikimedia.org/wikipedia/commons/6/66/Balduin_M%C3%B6llhausen-01.jpg}	[]
H0002939	1855-02-17	H. erfährt auf einem Essen zu Ehren des 50jährigen Dienstjubiläums E. H. von Flottwells, dass der König einen größeren Betrag zur Verfügung stellt.	{}	{H0000150=E. H. von Flottwells|H0000150|https://upload.wikimedia.org/wikipedia/commons/6/6e/Eduard_von_Flottwell.png, H0002178=König|H0002178|https://upload.wikimedia.org/wikipedia/commons/f/fd/FWIV.jpg}	[]
H0002940	1855-03	H. sitzt Emma Gaggiotti-Richards, die mehrere Porträts von ihm gemalt hat, zu einem Bild.	{}	{}	[]
H0002941	1855-03-01	H. bittet Sir Charles Lyell (1797–1875), ihn noch am selben Tag zu empfangen und ihn Lady Lyell vorzustellen.	{}	{H0004701=Charles Lyell|H0004701|https://upload.wikimedia.org/wikipedia/commons/f/f3/PSM_V01_D242_and_V20_D610_Charles_Lyell.jpg}	[]
H0002942	1855-04-12	H. hält Friedrich Wilhelm IV. einen Vortrag über das Germanische National-Museum in Nürnberg und beantragt eine jährliche Zuwendung von 400 bis 500 Taler.	{H0001742=Nürnberg|H0001742}	{H0002178=König|H0002178|https://upload.wikimedia.org/wikipedia/commons/f/fd/FWIV.jpg}	[]
H0002943	1855-05-02	H. berichtet J. G. von Cotta, dass er eine Abhandlung über Meeresströmungen, die nur zu einem Achtel schon veröffentlicht sei, fertiggestellt habe. (Die Abhandlung war für Bd. 2 der „Kleineren Schriften“ bestimmt.)	{}	{}	[]
H0002944	1855-06-03	H. aus Potsdam zurück.	{H0008392=Potsdam|H0008392}	{}	[]
H0002945	1855-06-10	H. beabsichtigt, ein Essen in seiner Wohnung zu geben; eingeladen sind: Gabriele von Bülow, Emma Gaggiotti-Richards mit Mutter, Graf von Dönhoff, Loën, Hildebrandt und Rauch.	{}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG, H0003768=Gabriele von Bülow|H0003768|https://upload.wikimedia.org/wikipedia/commons/6/63/GabrieleVonBuelow.png, H0011896=Hildebrandt|H0011896|https://upload.wikimedia.org/wikipedia/commons/9/94/Eduard_Hildebrandt_1859_Adolf_Neumann.png}	[]
H0002946	1855-06-14	Der mexikanische Gelehrte José Fernando Ramírez (1804–1870) besucht H.	{}	{}	[]
H0002947	1855-07-08	H. beabsichtigte, am 6.7. aus Potsdam zurückgekehrt, diesen Tag mit Rauch nach Tegel zum Essen zu fahren.	{H0008392=Potsdam|H0008392, H0009286=Tegel|H0009286}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG}	[]
H0002948	1855-07-18	H. mit der Malerin Emma Gaggiotti-Richards bei strömendem Regen in Tegel.	{H0009286=Tegel|H0009286}	{}	[]
H0002949	1855-07-26	H. liest in der Berliner Akademie über „einige Erscheinungen in der Intensität des Tierkreislichtes“ nach seinem Reisejournal von 1803.	{}	{}	[]
H0002950	1855-07-29	Die Fürstin Wittgenstein besucht Tegel. H. will gleichfalls dorthin fahren und lädt Rauch ein.	{H0009286=Tegel|H0009286}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG}	[]
H0002951	1855-08-08	H. hat eine etwa einstündige Unterredung unter vier Augen mit dem Prinzen von Preußen; Gegenstand ist der Krimkrieg.	{}	{}	[]
H0002952	1855-08-30	H. besucht die „Sammet- und Seidenwaren Fabrik“ von Johann Adolf Heese (1783–1862) an der Ecke Schloss- und Grunewaldstraße in Steglitz (bei Berlin). In seiner Begleitung sind die Gräfin Dönhoff, die Frau des Generals Friedrich von Wrangel, der Baron Ferdinand von Wrangel mit Frau und die Baronin Sanden. Nach halbstündigem Aufenthalt fährt H. mit der Gräfin Amélie von Dönhoff (Hofdame der Königin) nach Potsdam weiter; bis Zehlendorf wird er von den übrigen Persönlichkeiten begleitet. (Vgl. „Spenersche Zeitung“ Nr. 209 (5.9.1855), S. [7].)	{H0005221=Berlin|H0005221, H0008392=Potsdam|H0008392}	{H0006481=Ferdinand von Wrangel|H0006481|https://upload.wikimedia.org/wikipedia/commons/8/8e/%D0%92%D1%80%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D1%8C_%D0%A4%D0%B5%D1%80%D0%B4%D0%B8%D0%BD%D0%B0%D0%BD%D0%B4_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87.jpg, H0006482= Friedrich von Wrangel|H0006482|https://upload.wikimedia.org/wikipedia/commons/a/a0/WP_Wrangel.jpg}	[]
H0002953	1855-09-05	Die Zeitungen veröffentlichen den Brief H.s an Nees von Esenbeck (vom 18.8.1855), mit dem dieser sich für die Erneuerung seines Mitglieds-Diploms der Leopoldina bedankt.	{}	{H0004936=Nees von Esenbeck|H0004936|https://upload.wikimedia.org/wikipedia/commons/9/99/Nees_von_esenbeck_1855.jpg}	[]
H0002954	1855-09-14	H. fährt an seinem Geburtstag von Potsdam nach Berlin und besucht Alexander Mendelssohn; außer ihm ist noch Eduard Hildebrandt anwesend, Rauch ist erkrankt. H. besucht am selben Tag noch das Atelier von Emma Gaggiotti-Richards. Um 20 Uhr nach Potsdam zurückkehrend, verbringt H. den Abend bei Flottwells.	{H0005221=Berlin|H0005221, H0008392=Potsdam|H0008392}	{H0000150=E. H. von Flottwells|H0000150|https://upload.wikimedia.org/wikipedia/commons/6/6e/Eduard_von_Flottwell.png, H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG, H0011896=Hildebrandt|H0011896|https://upload.wikimedia.org/wikipedia/commons/9/94/Eduard_Hildebrandt_1859_Adolf_Neumann.png}	[]
H0002955	1855-09-27	H. wählt zusammen mit 60 Postillionen, die zu dem seiner Wohnung gegenüber befindlichen Posthof gehören. Er nimmt an einer drei Stunden dauernden Versammlung der „Urwähler“ zur Zweiten Kammer seines Wahlbezirkes teil.	{}	{}	[]
H0002956	1855-10-14	H. empfängt den Afrikareisenden Heinrich Barth zu einer längeren Unterredung.	{}	{H0003108=Heinrich Barth|H0003108|https://upload.wikimedia.org/wikipedia/commons/7/7a/Barth_Unterschrift.jpg}	[]
H0002957	1855-11-07	Der Philologiestudent Junius M. Fishburn (1830–1858) aus Virginia besucht H. um 13 Uhr im Schloss in Potsdam. Er bleibt über eine halbe Stunde bei ihm. H. nimmt an einem Diner für die verwitwete Königin Anna der Niederlande teil. Er nennt den Kabinettsrat Markus von Niebuhr „schielende Wanze“.	{H0008392=Potsdam|H0008392, H0009177=Virginia|H0009177}	{H0004985=Königin Anna der Niederlande|H0004985|https://upload.wikimedia.org/wikipedia/commons/7/78/Hulst_-_Portrait_of_Queen_Paulowna.jpg}	[]
H0002958	1855-11-17	H. trifft in Begleitung der Königin Elisabeth von Preußen nach längerem Aufenthalt in Potsdam wieder in Berlin ein (Brief H. an Alexander Mendelssohn, Berlin, 17.11.2017, Humboldt 2011) .	{H0005221=Berlin|H0005221, H0008392=Potsdam|H0008392}	{H0002149=Elisabeth von Preußen|H0002149|https://upload.wikimedia.org/wikipedia/commons/f/f0/Joseph_Stieler_-_K%C3%B6nigin_Elisabeth_von_Preu%C3%9Fen%2C_nach_1843.jpg}	[]
H0002959	1855-12-06	H. gibt anläßlich des Berlinbesuchs des französischen Ägyptologen Auguste Mariette (1821–1881) ein Essen, zu dem ebenfalls eingeladen werden: der Ägyptologe Heinrich Brugsch, der Komponist Franz Liszt, der Landschafrtsmaler Eduard Hildebrandt, der Biologe Christian Gottfried Ehrenberg, der Bildhauer Christian Daniel Rauch und der Bankier Alexander Mendelssohn.	{}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG, H0003705=Heinrich Brugsch|H0003705|https://upload.wikimedia.org/wikipedia/commons/c/cb/Heinrich_Brugsch.jpg, H0004563=Franz Liszt|H0004563|https://upload.wikimedia.org/wikipedia/commons/f/ff/Liszt_1858.jpg, H0005875=Christian Gottfried Ehrenberg|H0005875|https://upload.wikimedia.org/wikipedia/commons/4/48/Ehrenberg_Christian_Gottfried_1795-1876.png, H0011896=Hildebrandt|H0011896|https://upload.wikimedia.org/wikipedia/commons/9/94/Eduard_Hildebrandt_1859_Adolf_Neumann.png, H0013936=Auguste Mariette|H0013936|https://upload.wikimedia.org/wikipedia/commons/2/26/Auguste_Mariette_photography.jpg}	[]
H0002960	1855-12-31	H. verfasst eine Besprechung der deutschen Übersetzung der Werkausgabe seines verstorbenen Freundes François Arago.	{}	{H0012670=Arago|H0012670|https://upload.wikimedia.org/wikipedia/commons/6/69/Fran%C3%A7ois_Arago.jpg}	[]
H0014941	1767-06-22	Wilhelm von Humboldt wird in Potsdam geboren. Er hat einen Halbbruder aus der ersten Ehe der Mutter: Heinrich Friedrich Ludwig Ferdinand von Hollwede (1763-1817).	{H0008392=Potsdam|H0008392}	{H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0005716	1853-01-18	H. nimmt an einem Kapitel des Schwarzen Adler-Ordens im Berliner Schloss teil.	{}	{}	[]
H0005717	1853-02-03	H. läßt in der Berliner Akademie eine Mitteilung über einen neuen Versuch zur Bestimmung der größten Meerestiefen verlesen.	{}	{}	[]
H0005718	1853-03-09	H. nimmt an der Trauerfeier für Leopold von Buch (geb. 1774) in Berlin, Hinter dem Gießhaus Nr. 1, teil.	{H0005221=Berlin|H0005221}	{H0003735=Leopold von Buch|H0003735|https://upload.wikimedia.org/wikipedia/commons/7/75/Leopold_von_Buch%2C_Carl_Josef_Begas%2C_C_Fischer_%281850%29.jpg}	[]
H0005719	1853-03-26	Die Universität Saint Andrews in Schottland promoviert H. zum Doctor of Laws ehrenhalber.	{H0010167=Schottland|H0010167}	{}	[]
H0005720	1853-04-24	H. nimmt am „25jährigen Stiftungsfest der hiesigen geographischen Gesellschaft“ im Mäderschen Saal in Berlin teil; es sprechen Carl Ritter und Heinrich Wilhelm Dove (Spenersche Zeitung, Nr. 95, 26.4.1853, S. [2]).	{H0005221=Berlin|H0005221}	{H0000936=Carl Ritter|H0000936|https://upload.wikimedia.org/wikipedia/commons/a/ac/Carl_ritter.jpg, H0012372=Heinrich Wilhelm Dove|H0012372|https://upload.wikimedia.org/wikipedia/commons/b/bf/Heinrich_Wilhelm_Dove_1857.jpg}	[]
H0005721	1853-04	H. unterzeichnet eine Petition mit über tausend Unterschriften an die Berliner Abgeordneten gegen die Beschränkung der Glaubensfreiheit.	{}	{}	[]
H0005722	1853-05-01	H. nimmt an der Trauerfeier für Ludwig Tieck (geb. 1773) in Berlin teil.	{H0005221=Berlin|H0005221}	{H0003972=Ludwig Tieck|H0003972|https://upload.wikimedia.org/wikipedia/commons/5/5c/Ludwig_Tieck.jpg}	[]
H0005723	1853-06-12	H. beabsichtigt, an diesem Tage mit Rauch „in das Fliedermeer nach Tegel“ zu fahren.	{}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG}	[]
